d000.s016.t010;walk;v
;back;r
d000.s017.t000;stranger;n
d000.s017.t001;thank;v
;profusely;r
d000.s017.t002;have;v
d000.s017.t003;arm;n
d000.s017.t004;shoulder;n
d000.s017.t005;old;a
d000.s017.t006;friend;n
d000.s018.t000;driver;n
d000.s018.t001;start;v
d000.s018.t002;curse;v
d000.s018.t003;plot;n
;together;r
d000.s018.t004;ruin;v
d000.s018.t005;safe;a
d000.s018.t006;record;n
d000.s019.t000;man;n
d000.s019.t001;save;v
d000.s019.t002;turn;v
d000.s019.t003;look;v
;squarely;r
d000.s019.t004;truck_driver;n
d000.s019.t005;face;n
d000.s019.t006;say;v
d000.s019.t007;word;n
;suddenly;r
d000.s020.t000;driver;n
d000.s020.t001;stop;v
d000.s020.t002;swear;v
d000.s020.t003;turn;v
d000.s020.t004;heel;n
;go;v
;back;r
d000.s020.t005;truck;n
d000.s021.t000;give;v
d000.s021.t001;much;a
d000.s021.t002;thought;n
d000.s021.t003;time;n
d000.s022.t000;recall;v
;clearly;r
d000.s022.t001;wonder;v
;truck;n
;driver;n
d000.s022.t002;see;v
d000.s022.t003;eye;n
d000.s022.t004;make;v
;back;v
d000.s023.t000;sort;n
d000.s023.t001;look;n
d000.s023.t002;call;v
d000.s023.t003;bluff;n
d000.s023.t004;say;v
d000.s023.t005;word;n
d000.s024.t000;light;n
d000.s024.t001;go;v
d000.s024.t002;way;n
d000.s024.t003;go_on;v
d000.s024.t004;street;n
d000.s025.t000;stranger;n
d000.s025.t001;find_out;v
d000.s025.t002;on_the_way;r
d000.s025.t003;favorite;a
d000.s025.t004;bar;n
d000.s025.t005;insist;v
d000.s025.t006;offer;v
d000.s025.t007;buy;v
d000.s025.t008;drink;n
;usually;r
d000.s026.t000;go;v
;alone;r
d000.s026.t001;keep_to_oneself;v
d000.s026.t002;sit;v
d000.s026.t003;corner;n
d000.s026.t004;pass;v
d000.s026.t005;time;n
d000.s026.t006;nurse;v
d000.s026.t007;favorite;a
d000.s026.t008;grudge;n
d000.s027.t000;decide;v
d000.s027.t001;mind;v
d000.s027.t002;company;n
d000.s027.t003;in_return;r
d000.s027.t004;free;a
d000.s027.t005;drink;n
;even;r
d000.s027.t006;make;v
d000.s027.t007;good;a
d000.s027.t008;money;n
d000.s027.t009;job;n
d000.s029.t000;wonder;v
;worth;a
d000.s029.t001;have;v
d000.s029.t002;screwball;n
d000.s029.t003;company;n
;really;r
d000.s030.t000;take;v
d000.s030.t001;offer;n
;seriously;r
d000.s030.t002;begin;v
d000.s030.t003;feel;v
d000.s030.t004;uneasy;a
;finally;r
d000.s031.t000;get;v
d000.s031.t001;coughing;n
;control;n
d000.s031.t002;realize;v
d000.s031.t003;give;v
d000.s031.t004;first_name;n
;still;r
d000.s031.t005;wait;v
d000.s031.t006;answer;n
;even;r
d000.s031.t007;seem;v
d000.s031.t008;wink;v
d000.s031.t009;continue;v
d000.s031.t010;stare;v
d000.s032.t000;manage;v
d000.s032.t001;weak;a
d000.s032.t002;laugh;n
;guess;v
d000.s033.t000;think_of;v
d000.s034.t000;thanks;n
d000.s035.t000;faint;a
d000.s035.t001;crease;n
d000.s035.t002;appear;v
d000.s035.t003;man;n
d000.s035.t004;eyebrow;n
d000.s036.t000;think;v
d000.s036.t001;take;v
;seriously;r
d000.s037.t000;mean;v
d000.s038.t000;have;v
d000.s038.t001;kind;n
d000.s038.t002;grudge;n
;get;v
d000.s039.t000;hit;v
d000.s039.t001;truck;n
;believe;v
d000.s040.t000;return;v
d000.s040.t001;favor;n
d000.s041.t000;do;v
d000.s041.t001;somebody;n
d000.s041.t002;like;v
d000.s042.t000;cost;v
d000.s042.t001;cent;n
d000.s043.t000;go_ahead;v
d000.s043.t001;try;v
d000.s044.t000;rub;v
d000.s044.t001;forehead;n
;wearily;r
d000.s045.t000;begin;v
d000.s045.t001;feel;v
d000.s045.t002;woolly;a
;maybe;r
;better;a
d000.s046.t000;humor;v
d000.s046.t001;guy;n
d000.s046.t002;make;v
d000.s046.t003;exit;n
;really;r
d000.s047.t000;expect;v
d000.s047.t001;come;v
d000.s047.t002;few;a
d000.s047.t003;people;n
;right;a
d000.s048.t000;concede;v
;finally;r
d000.s048.t001;know;v
d000.s048.t002;get_along_with;v
d000.s048.t003;landlord;n
d000.s049.t000;keep;v
d000.s049.t001;ride;v
d000.s049.t002;like;v
d000.s049.t003;listen;v
d000.s049.t004;radio;n
d000.s049.t005;sing;v
d000.s049.t006;take;v
d000.s049.t007;bath;n
d000.s050.t000;say;v
d000.s050.t001;neighbor;n
d000.s050.t002;complain;v
d000.s050.t003;believe;v
d000.s051.t000;tell;v
d000.s051.t001;bother;v
d000.s052.t000;man;n
d000.s052.t001;close;v
d000.s052.t002;eye;n
d000.s052.t003;nod;v
d000.s053.t000;look;v
d000.s053.t001;seem;v
;almost;r
d000.s053.t002;content;v
d000.s054.t000;fine;a
d000.s055.t000;give;v
d000.s055.t001;address;n
d000.s056.t000;take;v
;little;a
d000.s056.t001;time;n
d000.s057.t000;want;v
d000.s057.t001;study;v
d000.s057.t002;landlord;n
d000.s057.t003;habit;n
d000.s057.t004;movement;n
;first;r
d000.s058.t000;see;v
;always;r
d000.s058.t001;make;v
d000.s058.t002;look_like;v
d000.s058.t003;accident;n
;maybe;r
d000.s059.t000;suicide;n
d000.s059.t001;look;v
d000.s059.t002;reasonable;a
;way;n
d000.s060.t000;trouble;n
d000.s060.t001;customer;n
d000.s061.t000;eyebrow;n
d000.s061.t001;fly;v
d000.s062.t000;customer;n
d000.s063.t000;smile;v
;modestly;r
d000.s064.t000;line_of_work;n
d000.s064.t001;say;v
d000.s065.t000;minute;n
;later;r
d000.s065.t001;make;v
d000.s065.t002;break;n
d000.s065.t003;stranger;n
d000.s065.t004;stand_up;v
d000.s065.t005;nod;v
d000.s065.t006;farewell;n
d000.s066.t000;watch;v
d000.s066.t001;small;a
d000.s066.t002;wiry;a
d000.s066.t003;man;n
d000.s066.t004;slip;n
d000.s066.t005;door;n
;quickly;r
;silently;r
d000.s066.t006;feel;v
d000.s066.t007;relieve;v
d000.s066.t008;see;v
;nobody;n
d000.s066.t009;seem;v
d000.s066.t010;notice;v
d000.s066.t011;departure;n
d000.s067.t000;decide;v
d000.s067.t001;stay;v
;little;r
d000.s067.t002;time;n
d000.s067.t003;pass;v
d000.s067.t004;seem;v
d000.s067.t005;strange;a
d000.s067.t006;little;a
d000.s067.t007;man;n
;never;r
d000.s067.t008;other;a
d000.s067.t009;glass;n
d000.s067.t010;table;n
d000.s068.t000;time;n
d000.s068.t001;midnight;n
d000.s068.t002;return;v
d000.s068.t003;apartment;n
d000.s068.t004;hit_the_sack;v
d000.s068.t005;put;v
d000.s068.t006;whole;a
d000.s068.t007;incident;n
d000.s068.t008;mind;n
d000.s068.t009;fall_asleep;v
d000.s069.t000;next;a
d000.s069.t001;day;n
;sunday;n
d000.s069.t002;hangover;n
d000.s069.t003;remind;v
d000.s069.t004;night;n
d000.s070.t000;hangover;n
;turn;n
d000.s070.t001;remind;v
d000.s070.t002;conversation;n
d000.s070.t003;weirdy;n
d000.s070.t004;groan;v
d000.s071.t000;go;v
d000.s071.t001;aspirin;n
;later;r
d000.s071.t002;day;n
d000.s071.t003;pass;v
d000.s071.t004;surly;a
d000.s071.t005;landlord;n
d000.s071.t006;on_the_way;r
;still;r
d000.s071.t007;alive;a
;scowling;a
d000.s071.t008;as_usual;r
d000.s071.t009;tenant;n
d000.s071.t010;burden;n
d000.s071.t011;life;n
d000.s072.t000;shrug;v
d000.s072.t001;ignore;v
;go;v
;back;r
;work;v
;monday;n
;wednesday;n
d000.s074.t000;landlord;n
;still;r
d000.s074.t001;alive;a
d000.s075.t000;of_course;r
;thursday;n
d000.s075.t001;mail;v
d000.s075.t002;monthly;a
d000.s075.t003;check;n
d000.s075.t004;separate;a
d000.s075.t005;maintenance;n
d000.s075.t006;wife;n
;lolly;n
d000.s075.t007;wish;v
d000.s075.t008;stranger;n
d000.s075.t009;do;v
d000.s076.t000;come;v
d000.s076.t001;home;n
d000.s076.t002;work;n
d000.s076.t003;startle;v
d000.s076.t004;see;v
;police;n
;car;n
;park;v
d000.s076.t005;front;n
;apartment;n
;building;n
d000.s077.t000;lobby;n
d000.s077.t001;people;n
d000.s077.t002;stand;v
;around;r
d000.s077.t003;talk;v
;excitedly;r
d000.s078.t000;spine;n
d000.s078.t001;crawl;v
d000.s078.t002;foreboding;a
d000.s078.t003;premonition;n
d000.s078.t004;ask;v
d000.s078.t005;fellow;n
d000.s078.t006;tenant;n
d000.s078.t007;happen;v
d000.s079.t000;landlord;n
d000.s079.t001;die;v
;late;r
d000.s080.t000;afternoon;n
d000.s080.t001;seem;v
d000.s080.t002;fall;v
d000.s080.t003;roof;n
d000.s080.t004;obscure;a
d000.s080.t005;errand;n
d000.s080.t006;inspection;n
;apparently;r
;alone;r
d000.s082.t000;nobody;n
d000.s082.t001;witness;v
d000.s082.t002;fall;n
d000.s082.t003;sickening;a
d000.s082.t004;impact;n
d000.s082.t005;body;n
d000.s082.t006;smash;v
d000.s082.t007;pavement;n
d000.s082.t008;basement;n
d000.s082.t009;delivery;n
d000.s082.t010;entrance;n
d000.s083.t000;hope;v
d000.s083.t001;nobody;n
d000.s083.t002;notice;v
d000.s083.t003;sudden;a
d000.s083.t004;pallor;n
d000.s083.t005;feel;v
d000.s083.t006;blood;n
d000.s083.t007;drain;v
d000.s083.t008;cheek;n
d000.s084.t000;mutter;v
d000.s084.t001;terrible;a
d000.s084.t002;walk;v
d000.s084.t003;deliberate;a
d000.s084.t004;slowness;n
d000.s084.t005;elevator;n
d000.s085.t000;apartment;n
d000.s085.t001;pour;v
d000.s085.t002;drink;n
d000.s085.t003;tremble;v
d000.s085.t004;hand;n
d000.s085.t005;flop;v
;limply;r
d000.s085.t006;chair;n
d000.s086.t000;while;n
d000.s086.t001;begin;v
d000.s086.t002;feel;v
;better;r
;especially;r
d000.s086.t003;bother;v
d000.s086.t004;ask;v
d000.s086.t005;question;n
;still;r
;later;r
;finally;r
d000.s088.t000;convince;v
d000.s088.t001;accident;n
d000.s088.t002;coincidence;n
d000.s089.t000;stranger;n
;really;r
d000.s089.t001;have;v
d000.s089.t002;nothing;n
d000.s089.t003;do;v
;course;n
d000.s090.t000;go_to_bed;v
d000.s090.t001;happy;a
;least;a
d000.s090.t002;lousy;a
d000.s090.t003;landlord;n
d000.s091.t000;man;n
d000.s091.t001;have;v
d000.s091.t002;family;n
d000.s091.t003;suffer;v
;better;a
;really;r
d000.s092.t000;say;v
;nobody;n
d000.s092.t001;kill;v
d000.s092.t002;man;n
d000.s092.t003;favor;n
d000.s093.t000;think;v
d000.s093.t001;mean;v
d000.s093.t002;say;v
d000.s094.t000;stranger;n
d000.s094.t001;eye;n
d000.s094.t002;large;a
d000.s094.t003;sad;a
d000.s094.t004;hurt;v
d000.s094.t005;feeling;n
d000.s095.t000;recurrent;a
d000.s095.t001;annoying;a
d000.s095.t002;dream;n
d000.s095.t003;dream;n
d000.s095.t004;begin;v
;take;v
d000.s095.t005;overtone;n
d000.s095.t006;nightmare;n
;however;r
d000.s096.t000;know;v
d000.s096.t001;dream;n
d000.s097.t000;tight;a
d000.s097.t001;know;v
d000.s098.t000;same;a
d000.s098.t001;bar;n
d000.s098.t002;week;n
;later;r
;saturday;n
d000.s098.t003;night;n
d000.s098.t004;have;v
d000.s098.t005;excuse;n
d000.s098.t006;drink;v
d000.s098.t007;usual;a
d000.s099.t000;sit;v
d000.s099.t001;usual;a
d000.s099.t002;corner;n
d000.s099.t003;little;a
d000.s099.t004;table;n
d000.s099.t005;as_far_as_possible;r
d000.s099.t006;talkative;a
d000.s099.t007;friendly;a
d000.s099.t008;lush;n
d000.s100.t000;enjoy;v
d000.s100.t001;weekly;a
d000.s100.t002;ritual;n
d000.s100.t003;wash_down;v
d000.s100.t004;pet;n
d000.s100.t005;grievance;n
d000.s100.t006;bourbon;n
;slightly;r
;moisten;v
d000.s100.t007;water;n
d000.s101.t000;favorite;a
d000.s101.t001;grievance;n
d000.s101.t002;landlord;n
;already;r
;quite;r
d000.s102.t000;forget;v
;fact;n
d000.s103.t000;mention;v
d000.s103.t001;spur;n
d000.s103.t002;moment;n
d000.s104.t000;real;a
d000.s104.t001;grievance;n
;lolly;n
d000.s105.t000;end;n
d000.s105.t001;fourth;a
d000.s105.t002;hairy;a
;moodily;r
d000.s105.t003;make;v
d000.s105.t004;wet;a
d000.s105.t005;ring;n
d000.s105.t006;bottom;n
d000.s105.t007;glass;n
d000.s105.t008;become;v
d000.s105.t009;aware;a
;alone;r
d000.s106.t000;look;v
d000.s106.t001;bloodshot;a
d000.s106.t002;eye;n
d000.s106.t003;behold;v
d000.s106.t004;stranger;n
d000.s106.t005;sit;v
d000.s106.t006;table;n
d000.s106.t007;smile;v
d000.s106.t008;secret;a
d000.s106.t009;smile;n
d000.s106.t010;conspirator;n
;even;r
d000.s107.t000;notice;v
d000.s107.t001;name;n
d000.s107.t002;see;v
d000.s107.t003;sit_down;v
d000.s108.t000;man;n
d000.s108.t001;uncanny;a
d000.s108.t002;shadow;n
d000.s108.t003;make;v
d000.s108.t004;much;a
d000.s108.t005;noise;n
d000.s108.t006;shadow;n
d000.s109.t000;feel_like;v
d000.s109.t001;shrink;v
d000.s109.t002;out_of_sight;a
;already;r
d000.s109.t003;trap;v
d000.s109.t004;corner;n
d000.s109.t005;wiry;a
d000.s109.t006;dark;a
d000.s109.t007;little;a
d000.s109.t008;man;n
d000.s110.t000;begin;v
d000.s110.t001;wish;v
d000.s110.t002;shout;v
d000.s110.t003;other;a
d000.s110.t004;evening;n
d000.s110.t005;truck;n
d000.s110.t006;bear_down;v
d000.s110.t007;crossing;n
;go;v
d000.s111.t000;saddle;v
d000.s111.t001;creep;n
d000.s111.t002;bar;n
d000.s112.t000;start;v
d000.s112.t001;go;v
d000.s112.t002;other;a
d000.s112.t003;place;n
d000.s113.t000;low;a
d000.s113.t001;voice;n
;almost;r
d000.s113.t002;whisper;v
d000.s113.t003;man;n
d000.s113.t004;ask;v
d000.s113.t005;happy;a
d000.s113.t006;way;n
d000.s113.t007;landlord;n
d000.s113.t008;take_off;v
d000.s113.t009;back;n
d000.s114.t000;make;v
d000.s114.t001;mistake;n
d000.s114.t002;answer;v
d000.s114.t003;offhand;a
d000.s114.t004;way;n
;instantly;r
d000.s114.t005;realize;v
d000.s114.t006;skepticism;n
d000.s114.t007;show;v
d000.s114.t008;face;n
d000.s114.t009;voice;n
d000.s115.t000;frown;v
;slightly;r
d000.s115.t001;become;v
d000.s115.t002;sad;a
d000.s115.t003;moody;a
d000.s116.t000;want;v
d000.s116.t001;encourage;v
d000.s116.t002;company;n
d000.s116.t003;feel;v
d000.s116.t004;buy;v
d000.s116.t005;drink;n
d000.s116.t006;prevent;v
d000.s116.t007;possible;a
d000.s116.t008;trouble;n
d000.s117.t000;trouble;n
d000.s118.t000;guy;n
d000.s118.t001;sulk;v
d000.s118.t002;drink;n
;obviously;r
d000.s118.t003;upset;v
d000.s118.t004;lack;n
d000.s118.t005;appreciation;n
d000.s119.t000;break;v
d000.s119.t001;uncomfortable;a
d000.s119.t002;silence;n
d000.s119.t003;begin;v
d000.s119.t004;talk;v
;time;n
d000.s120.t000;drink;n
;later;r
d000.s120.t001;complain;v
;bitterly;r
d000.s120.t002;wife;n
d000.s120.t003;subject;n
d000.s120.t004;minute;n
d000.s120.t005;notice;v
d000.s120.t006;renewed;a
d000.s120.t007;interest;n
d000.s120.t008;listener;n
d000.s120.t009;show;v
d000.s120.t010;alert;a
d000.s120.t011;face;n
;suddenly;r
d000.s120.t012;bright;a
d000.s120.t013;eye;n
d000.s121.t000;pause;v
d000.s121.t001;moisten;v
d000.s121.t002;throat;n
d000.s121.t003;stranger;n
d000.s121.t004;break_in;v
d000.s122.t000;pay;v
d000.s122.t001;bill;n
d000.s123.t000;run_around;v
d000.s123.t001;other;a
d000.s123.t002;man;n
d000.s123.t003;hate;v
d000.s123.t004;say;v
d000.s123.t005;divorce;v
d000.s124.t000;scowl;v
d000.s125.t000;bitch;n
d000.s125.t001;love;v
d000.s125.t002;divorce;n
d000.s125.t003;growl;v
d000.s126.t000;get;v
d000.s126.t001;half;n
d000.s126.t002;have;v
d000.s127.t000;community_property;n
d000.s127.t001;deal;n
d000.s127.t002;know;v
d000.s128.t000;sell_out;v
d000.s128.t001;business;n
d000.s128.t002;pay_off;v
d000.s128.t003;share;n
;drop;v
;dead;a
d000.s130.t000;nod;v
;understandingly;r
d000.s132.t000;see;v
d000.s133.t000;understand;v
d000.s133.t001;state;n
;long;r
d000.s134.t000;come;v
d000.s134.t001;retire;v
d000.s135.t000;do;v
d000.s135.t001;free;a
d000.s135.t002;job;n
d000.s136.t000;tell;v
d000.s137.t000;feel;v
d000.s137.t001;twinge;n
d000.s137.t002;annoyance;n
d000.s137.t003;hear;v
d000.s137.t004;familiar;a
d000.s137.t005;line;n
d000.s138.t000;wild;a
d000.s138.t001;thought;n
d000.s138.t002;run;v
d000.s138.t003;circle;n
d000.s138.t004;clouded;a
d000.s138.t005;brain;n
d000.s139.t000;suppose;v
d000.s139.t001;suppose;v
d000.s139.t002;guy;n
;really;r
d000.s139.t003;say;v
d000.s140.t000;retired;a
d000.s140.t001;professional;a
d000.s140.t002;killer;n
d000.s141.t000;nut;n
d000.s141.t001;harm;n
d000.s141.t002;do;v
d000.s142.t000;real_thing;n
d000.s142.t001;do;v
;lolly;n
d000.s143.t000;feel;v
d000.s143.t001;cunning;a
d000.s143.t002;proud;a
d000.s143.t003;play;v
d000.s143.t004;other;a
d000.s143.t005;man;n
d000.s143.t006;soft_spot;n
d000.s144.t000;offense;n
d000.s144.t001;intend;v
d000.s144.t002;say;v
;gently;r
;well;r
d000.s145.t000;know;v
d000.s146.t000;cop;n
d000.s146.t001;suspect;v
d000.s146.t002;thing;n
d000.s146.t003;think;v
d000.s146.t004;coincidence;n
d000.s147.t000;know;v
d000.s148.t000;accident;n
d000.s149.t000;shrug;v
;casually;r
d000.s150.t000;say;v
d000.s150.t001;manage;v
d000.s151.t000;stranger;n
d000.s151.t001;hook;v
d000.s152.t000;eye;n
d000.s152.t001;burn;v
;feverishly;r
d000.s153.t000;mutter;v
;impatiently;r
d000.s154.t000;of_course;r
d000.s154.t001;look;v
d000.s154.t002;accident;n
;always;r
d000.s155.t000;work;v
d000.s155.t001;way;n
;always;r
d000.s155.t002;time;n
d000.s155.t003;customer;n
d000.s155.t004;have;v
d000.s155.t005;alibi;n
d000.s156.t000;let;v
d000.s156.t001;prove;v
d000.s157.t000;think;v
d000.s157.t001;manage;v
d000.s157.t002;favor;n
d000.s158.t000;wait;v
;eagerly;r
d000.s159.t000;swish;v
d000.s159.t001;liquor;n
d000.s159.t002;bottom;n
d000.s159.t003;glass;n
